yr,gid,total_pop
2022,다사440286,0.0
2021,다사392226,258.0
2020,다사392226,261.0
2019,다사392226,262.0
2018,다사392226,283.0
2022,다사392226,260.0
2021,다사441275,0.0
2020,다사441275,0.0
2019,다사441275,0.0
2018,다사441275,0.0
2022,다사441275,0.0
2021,다사455225,0.0
2020,다사455225,0.0
2019,다사455225,0.0
2018,다사455225,0.0
2022,다사455225,0.0
2021,다사394274,353.0
2020,다사394274,378.0
2019,다사394274,416.0
2018,다사394274,394.0
2022,다사394274,379.0
2021,다사447302,14.0
2020,다사447302,15.0
2019,다사447302,15.0
2018,다사447302,15.0
2022,다사447302,13.0
2021,다사347262,0.0
2020,다사347262,0.0
2019,다사347262,0.0
2018,다사347262,0.0
2022,다사347262,0.0
2021,다사424238,0.0
2020,다사424238,0.0
2019,다사424238,0.0
2018,다사424238,0.0
2022,다사424238,0.0
2021,다사363269,13.0
2020,다사363269,13.0
2019,다사363269,13.0
2018,다사363269,10.0
2022,다사363269,12.0
2021,다사421203,0.0
2020,다사421203,0.0
2019,다사421203,0.0
2018,다사421203,0.0
2022,다사421203,0.0
2021,다사436243,333.0
2020,다사436243,358.0
2019,다사436243,369.0
2018,다사436243,408.0
2022,다사436243,315.0
2021,다사480230,8.0
2020,다사480230,6.0
2019,다사480230,6.0
2018,다사480230,0.0
2022,다사480230,7.0
2021,다사391243,25.0
2020,다사391243,21.0
2019,다사391243,20.0
2018,다사391243,19.0
2022,다사391243,23.0
2021,다사397239,111.0
2020,다사397239,114.0
2019,다사397239,122.0
2018,다사397239,117.0
2022,다사397239,114.0
2021,다사373270,0.0
2020,다사373270,0.0
2019,다사373270,0.0
2018,다사373270,0.0
2022,다사373270,0.0
2021,다사380255,0.0
2020,다사380255,0.0
2019,다사380255,0.0
2018,다사380255,0.0
2022,다사380255,0.0
2021,다사319240,0.0
2020,다사319240,
2019,다사319240,
2018,다사319240,
2022,다사319240,0.0
2021,다사474234,0.0
2020,다사474234,0.0
2019,다사474234,0.0
2018,다사474234,0.0
2022,다사474234,0.0
2021,다사441221,231.0
2020,다사441221,251.0
2019,다사441221,279.0
2018,다사441221,297.0
2022,다사441221,245.0
2021,다사416238,132.0
2020,다사416238,129.0
2019,다사416238,137.0
2018,다사416238,148.0
2022,다사416238,122.0
2021,다사440223,326.0
2020,다사440223,356.0
2019,다사440223,379.0
2018,다사440223,417.0
2022,다사440223,337.0
2021,다사432234,317.0
2020,다사432234,303.0
2019,다사432234,310.0
2018,다사432234,326.0
2022,다사432234,297.0
2021,다사419254,283.0
2020,다사419254,298.0
2019,다사419254,298.0
2018,다사419254,312.0
2022,다사419254,282.0
2021,다사365258,6.0
2020,다사365258,0.0
2019,다사365258,10.0
2018,다사365258,9.0
2022,다사365258,0.0
2021,다사435209,312.0
2020,다사435209,312.0
2019,다사435209,318.0
2018,다사435209,325.0
2022,다사435209,303.0
2021,다사435239,0.0
2020,다사435239,0.0
2019,다사435239,0.0
2018,다사435239,7.0
2022,다사435239,0.0
2021,다사401220,769.0
2020,다사401220,789.0
2019,다사401220,807.0
2018,다사401220,811.0
2022,다사401220,754.0
2021,다사399250,95.0
2020,다사399250,102.0
2019,다사399250,98.0
2018,다사399250,102.0
2022,다사399250,87.0
2021,다사335257,0.0
2020,다사335257,0.0
2019,다사335257,0.0
2018,다사335257,0.0
2022,다사335257,0.0
2021,다사418266,409.0
2020,다사418266,407.0
2019,다사418266,429.0
2018,다사418266,450.0
2022,다사418266,429.0
2021,다사471232,85.0
2020,다사471232,50.0
2019,다사471232,59.0
2018,다사471232,67.0
2022,다사471232,81.0
2021,다사369253,41.0
2020,다사369253,40.0
2019,다사369253,51.0
2018,다사369253,47.0
2022,다사369253,31.0
2021,다사425223,47.0
2020,다사425223,57.0
2019,다사425223,54.0
2018,다사425223,62.0
2022,다사425223,52.0
2021,다사434252,38.0
2020,다사434252,47.0
2019,다사434252,71.0
2018,다사434252,76.0
2022,다사434252,55.0
2021,다사433252,486.0
2020,다사433252,504.0
2019,다사433252,517.0
2018,다사433252,548.0
2022,다사433252,486.0
2021,다사342253,0.0
2020,다사342253,0.0
2019,다사342253,0.0
2018,다사342253,0.0
2022,다사342253,0.0
2021,다사379268,474.0
2020,다사379268,499.0
2019,다사379268,513.0
2018,다사379268,578.0
2022,다사379268,453.0
2021,다사429221,67.0
2020,다사429221,60.0
2019,다사429221,65.0
2018,다사429221,73.0
2022,다사429221,69.0
2021,다사377281,0.0
2020,다사377281,0.0
2019,다사377281,0.0
2018,다사377281,
2022,다사377281,0.0
2021,다사394227,319.0
2020,다사394227,332.0
2019,다사394227,340.0
2018,다사394227,335.0
2022,다사394227,312.0
2021,다사422215,178.0
2020,다사422215,191.0
2019,다사422215,187.0
2018,다사422215,203.0
2022,다사422215,174.0
2021,다사422283,0.0
2020,다사422283,0.0
2019,다사422283,0.0
2018,다사422283,0.0
2022,다사422283,0.0
2021,다사383249,0.0
2020,다사383249,0.0
2019,다사383249,0.0
2018,다사383249,0.0
2022,다사383249,0.0
2021,다사423231,120.0
2020,다사423231,125.0
2019,다사423231,127.0
2018,다사423231,139.0
2022,다사423231,115.0
2021,다사426228,241.0
2020,다사426228,237.0
2019,다사426228,242.0
2018,다사426228,251.0
2022,다사426228,229.0
2021,다사425225,100.0
2020,다사425225,110.0
2019,다사425225,112.0
2018,다사425225,108.0
2022,다사425225,94.0
2021,다사433206,129.0
2020,다사433206,123.0
2019,다사433206,164.0
2018,다사433206,176.0
2022,다사433206,128.0
2021,다사442233,316.0
2020,다사442233,320.0
2019,다사442233,349.0
2018,다사442233,379.0
2022,다사442233,319.0
2021,다사385252,392.0
2020,다사385252,398.0
2019,다사385252,354.0
2018,다사385252,
2022,다사385252,394.0
2021,다사414254,603.0
2020,다사414254,621.0
2019,다사414254,652.0
2018,다사414254,706.0
2022,다사414254,617.0
2021,다사439275,7.0
2020,다사439275,11.0
2019,다사439275,11.0
2018,다사439275,12.0
2022,다사439275,6.0
2021,다사454220,136.0
2020,다사454220,129.0
2019,다사454220,125.0
2018,다사454220,125.0
2022,다사454220,153.0
2021,다사340242,0.0
2020,다사340242,
2019,다사340242,
2018,다사340242,
2022,다사340242,0.0
2021,다사491217,7.0
2020,다사491217,7.0
2019,다사491217,7.0
2018,다사491217,7.0
2022,다사491217,0.0
2021,다사425267,6.0
2020,다사425267,0.0
2019,다사425267,8.0
2018,다사425267,13.0
2022,다사425267,9.0
2021,다사381235,0.0
2020,다사381235,0.0
2019,다사381235,0.0
2018,다사381235,0.0
2022,다사381235,0.0
2021,다사435261,358.0
2020,다사435261,345.0
2019,다사435261,381.0
2018,다사435261,377.0
2022,다사435261,350.0
2021,다사447297,0.0
2020,다사447297,0.0
2019,다사447297,
2018,다사447297,
2022,다사447297,0.0
2021,다사386270,291.0
2020,다사386270,307.0
2019,다사386270,320.0
2018,다사386270,330.0
2022,다사386270,297.0
2021,다사443233,368.0
2020,다사443233,367.0
2019,다사443233,388.0
2018,다사443233,431.0
2022,다사443233,358.0
2021,다사443295,0.0
2020,다사443295,0.0
2019,다사443295,0.0
2018,다사443295,0.0
2022,다사443295,0.0
2021,다사415250,352.0
2020,다사415250,350.0
2019,다사415250,371.0
2018,다사415250,374.0
2022,다사415250,348.0
2021,다사435236,333.0
2020,다사435236,359.0
2019,다사435236,374.0
2018,다사435236,386.0
2022,다사435236,325.0
2021,다사369247,6.0
2020,다사369247,0.0
2019,다사369247,0.0
2018,다사369247,0.0
2022,다사369247,6.0
2021,다사439286,0.0
2020,다사439286,0.0
2019,다사439286,0.0
2018,다사439286,0.0
2022,다사439286,0.0
2021,다사451291,0.0
2020,다사451291,0.0
2019,다사451291,0.0
2018,다사451291,0.0
2022,다사451291,0.0
2021,다사428229,356.0
2020,다사428229,356.0
2019,다사428229,387.0
2018,다사428229,395.0
2022,다사428229,344.0
2021,다사432261,32.0
2020,다사432261,36.0
2019,다사432261,37.0
2018,다사432261,39.0
2022,다사432261,34.0
2021,다사383263,314.0
2020,다사383263,358.0
2019,다사383263,370.0
2018,다사383263,384.0
2022,다사383263,289.0
2021,다사389267,784.0
2020,다사389267,815.0
2019,다사389267,807.0
2018,다사389267,801.0
2022,다사389267,766.0
2021,다사420247,445.0
2020,다사420247,479.0
2019,다사420247,463.0
2018,다사420247,81.0
2022,다사420247,446.0
2021,다사343267,6.0
2020,다사343267,0.0
2019,다사343267,0.0
2018,다사343267,0.0
2022,다사343267,9.0
2021,다사409235,489.0
2020,다사409235,493.0
2019,다사409235,511.0
2018,다사409235,531.0
2022,다사409235,486.0
2021,다사420203,12.0
2020,다사420203,13.0
2019,다사420203,15.0
2018,다사420203,17.0
2022,다사420203,9.0
2021,다사442295,0.0
2020,다사442295,0.0
2019,다사442295,0.0
2018,다사442295,0.0
2022,다사442295,0.0
2021,다사434213,498.0
2020,다사434213,521.0
2019,다사434213,564.0
2018,다사434213,568.0
2022,다사434213,524.0
2021,다사401236,124.0
2020,다사401236,149.0
2019,다사401236,156.0
2018,다사401236,151.0
2022,다사401236,118.0
2021,다사417235,146.0
2020,다사417235,151.0
2019,다사417235,164.0
2018,다사417235,169.0
2022,다사417235,151.0
2021,다사391268,848.0
2020,다사391268,869.0
2019,다사391268,899.0
2018,다사391268,917.0
2022,다사391268,851.0
2021,다사415254,612.0
2020,다사415254,617.0
2019,다사415254,649.0
2018,다사415254,669.0
2022,다사415254,614.0
2021,다사442289,0.0
2020,다사442289,0.0
2019,다사442289,0.0
2018,다사442289,0.0
2022,다사442289,0.0
2021,다사430213,126.0
2020,다사430213,116.0
2019,다사430213,114.0
2018,다사430213,116.0
2022,다사430213,117.0
2021,다사375267,18.0
2020,다사375267,22.0
2019,다사375267,33.0
2018,다사375267,43.0
2022,다사375267,30.0
2021,다사399291,0.0
2020,다사399291,0.0
2019,다사399291,
2018,다사399291,
2022,다사399291,0.0
2021,다사386233,0.0
2020,다사386233,0.0
2019,다사386233,0.0
2018,다사386233,0.0
2022,다사386233,0.0
2021,다사424235,137.0
2020,다사424235,129.0
2019,다사424235,130.0
2018,다사424235,137.0
2022,다사424235,126.0
2021,다사385277,343.0
2020,다사385277,353.0
2019,다사385277,355.0
2018,다사385277,373.0
2022,다사385277,349.0
2021,다사444212,0.0
2020,다사444212,0.0
2019,다사444212,
2018,다사444212,
2022,다사444212,0.0
2021,다사436239,255.0
2020,다사436239,280.0
2019,다사436239,295.0
2018,다사436239,330.0
2022,다사436239,264.0
2021,다사432282,6.0
2020,다사432282,6.0
2019,다사432282,7.0
2018,다사432282,0.0
2022,다사432282,6.0
2021,다사397276,528.0
2020,다사397276,531.0
2019,다사397276,584.0
2018,다사397276,618.0
2022,다사397276,516.0
2021,다사354246,0.0
2020,다사354246,0.0
2019,다사354246,0.0
2018,다사354246,0.0
2022,다사354246,0.0
2021,다사329250,0.0
2020,다사329250,0.0
2019,다사329250,
2018,다사329250,
2022,다사329250,0.0
2021,다사434226,280.0
2020,다사434226,276.0
2019,다사434226,302.0
2018,다사434226,299.0
2022,다사434226,277.0
2021,다사390271,90.0
2020,다사390271,94.0
2019,다사390271,95.0
2018,다사390271,97.0
2022,다사390271,81.0
2021,다사420205,123.0
2020,다사420205,119.0
2019,다사420205,135.0
2018,다사420205,147.0
2022,다사420205,123.0
2021,다사390260,257.0
2020,다사390260,259.0
2019,다사390260,290.0
2018,다사390260,332.0
2022,다사390260,252.0
2021,다사349259,0.0
2020,다사349259,0.0
2019,다사349259,0.0
2018,다사349259,0.0
2022,다사349259,0.0
2021,다사397237,475.0
2020,다사397237,494.0
2019,다사397237,506.0
2018,다사397237,508.0
2022,다사397237,466.0
2021,다사373255,65.0
2020,다사373255,55.0
2019,다사373255,56.0
2018,다사373255,46.0
2022,다사373255,58.0
2021,다사435257,18.0
2020,다사435257,18.0
2019,다사435257,14.0
2018,다사435257,15.0
2022,다사435257,17.0
2021,다사433264,388.0
2020,다사433264,391.0
2019,다사433264,418.0
2018,다사433264,445.0
2022,다사433264,368.0
2021,다사436212,155.0
2020,다사436212,159.0
2019,다사436212,164.0
2018,다사436212,163.0
2022,다사436212,165.0
2021,다사408233,330.0
2020,다사408233,332.0
2019,다사408233,349.0
2018,다사408233,358.0
2022,다사408233,317.0
2021,다사390277,207.0
2020,다사390277,225.0
2019,다사390277,209.0
2018,다사390277,219.0
2022,다사390277,239.0
2021,다사445292,44.0
2020,다사445292,44.0
2019,다사445292,46.0
2018,다사445292,48.0
2022,다사445292,42.0
2021,다사411251,408.0
2020,다사411251,427.0
2019,다사411251,454.0
2018,다사411251,506.0
2022,다사411251,385.0
2021,다사409239,503.0
2020,다사409239,517.0
2019,다사409239,521.0
2018,다사409239,520.0
2022,다사409239,482.0
2021,다사370252,0.0
2020,다사370252,0.0
2019,다사370252,
2018,다사370252,
2022,다사370252,0.0
2021,다사438227,9.0
2020,다사438227,10.0
2019,다사438227,13.0
2018,다사438227,11.0
2022,다사438227,16.0
2021,다사441222,379.0
2020,다사441222,400.0
2019,다사441222,413.0
2018,다사441222,435.0
2022,다사441222,384.0
2021,다사443213,48.0
2020,다사443213,55.0
2019,다사443213,55.0
2018,다사443213,55.0
2022,다사443213,44.0
2021,다사375261,110.0
2020,다사375261,113.0
2019,다사375261,106.0
2018,다사375261,116.0
2022,다사375261,109.0
2021,다사315241,0.0
2020,다사315241,0.0
2019,다사315241,0.0
2018,다사315241,0.0
2022,다사315241,0.0
2021,다사433205,0.0
2020,다사433205,0.0
2019,다사433205,0.0
2018,다사433205,0.0
2022,다사433205,0.0
2021,다사396235,189.0
2020,다사396235,195.0
2019,다사396235,202.0
2018,다사396235,210.0
2022,다사396235,188.0
2021,다사398256,114.0
2020,다사398256,118.0
2019,다사398256,120.0
2018,다사398256,126.0
2022,다사398256,112.0
2021,다사455215,0.0
2020,다사455215,0.0
2019,다사455215,0.0
2018,다사455215,0.0
2022,다사455215,0.0
2021,다사376264,20.0
2020,다사376264,23.0
2019,다사376264,24.0
2018,다사376264,30.0
2022,다사376264,17.0
2021,다사343261,0.0
2020,다사343261,0.0
2019,다사343261,0.0
2018,다사343261,0.0
2022,다사343261,0.0
2021,다사420222,359.0
2020,다사420222,363.0
2019,다사420222,397.0
2018,다사420222,400.0
2022,다사420222,331.0
2021,다사380250,0.0
2020,다사380250,0.0
2019,다사380250,0.0
2018,다사380250,0.0
2022,다사380250,0.0
2021,다사400269,150.0
2020,다사400269,139.0
2019,다사400269,156.0
2018,다사400269,159.0
2022,다사400269,156.0
2021,다사396229,287.0
2020,다사396229,284.0
2019,다사396229,283.0
2018,다사396229,287.0
2022,다사396229,281.0
2021,다사388234,351.0
2020,다사388234,356.0
2019,다사388234,376.0
2018,다사388234,389.0
2022,다사388234,336.0
2021,다사444235,221.0
2020,다사444235,207.0
2019,다사444235,213.0
2018,다사444235,219.0
2022,다사444235,220.0
2021,다사417264,336.0
2020,다사417264,329.0
2019,다사417264,351.0
2018,다사417264,356.0
2022,다사417264,320.0
2021,다사406232,1037.0
2020,다사406232,1055.0
2019,다사406232,1081.0
2018,다사406232,1104.0
2022,다사406232,1012.0
2021,다사400232,411.0
2020,다사400232,442.0
2019,다사400232,449.0
2018,다사400232,459.0
2022,다사400232,407.0
2021,다사372266,120.0
2020,다사372266,124.0
2019,다사372266,134.0
2018,다사372266,140.0
2022,다사372266,114.0
2021,다사483222,6.0
2020,다사483222,6.0
2019,다사483222,0.0
2018,다사483222,0.0
2022,다사483222,6.0
2021,다사454221,384.0
2020,다사454221,390.0
2019,다사454221,406.0
2018,다사454221,411.0
2022,다사454221,376.0
2021,다사387267,470.0
2020,다사387267,508.0
2019,다사387267,566.0
2018,다사387267,604.0
2022,다사387267,457.0
2021,다사362225,
2020,다사362225,
2019,다사362225,
2018,다사362225,
2022,다사362225,0.0
2021,다사423229,164.0
2020,다사423229,165.0
2019,다사423229,174.0
2018,다사423229,180.0
2022,다사423229,155.0
2021,다사390258,193.0
2020,다사390258,212.0
2019,다사390258,239.0
2018,다사390258,253.0
2022,다사390258,189.0
2021,다사386272,322.0
2020,다사386272,348.0
2019,다사386272,363.0
2018,다사386272,378.0
2022,다사386272,313.0
2021,다사414251,298.0
2020,다사414251,310.0
2019,다사414251,325.0
2018,다사414251,342.0
2022,다사414251,305.0
2021,다사430263,207.0
2020,다사430263,217.0
2019,다사430263,226.0
2018,다사430263,228.0
2022,다사430263,212.0
2021,다사417231,508.0
2020,다사417231,523.0
2019,다사417231,533.0
2018,다사417231,555.0
2022,다사417231,511.0
2021,다사437226,0.0
2020,다사437226,0.0
2019,다사437226,0.0
2018,다사437226,0.0
2022,다사437226,0.0
2021,다사435215,342.0
2020,다사435215,330.0
2019,다사435215,351.0
2018,다사435215,368.0
2022,다사435215,313.0
2021,다사431263,310.0
2020,다사431263,317.0
2019,다사431263,310.0
2018,다사431263,332.0
2022,다사431263,297.0
2021,다사426203,512.0
2020,다사426203,534.0
2019,다사426203,578.0
2018,다사426203,608.0
2022,다사426203,485.0
2021,다사347253,0.0
2020,다사347253,
2019,다사347253,
2018,다사347253,
2022,다사347253,0.0
2021,다사415228,182.0
2020,다사415228,196.0
2019,다사415228,192.0
2018,다사415228,208.0
2022,다사415228,200.0
2021,다사415238,134.0
2020,다사415238,138.0
2019,다사415238,134.0
2018,다사415238,126.0
2022,다사415238,129.0
2021,다사392276,200.0
2020,다사392276,204.0
2019,다사392276,224.0
2018,다사392276,266.0
2022,다사392276,222.0
2021,다사354266,472.0
2020,다사354266,495.0
2019,다사354266,497.0
2018,다사354266,537.0
2022,다사354266,468.0
2021,다사474243,6.0
2020,다사474243,6.0
2019,다사474243,7.0
2018,다사474243,6.0
2022,다사474243,6.0
2021,다사323246,0.0
2020,다사323246,0.0
2019,다사323246,0.0
2018,다사323246,0.0
2022,다사323246,0.0
2021,다사438236,216.0
2020,다사438236,244.0
2019,다사438236,257.0
2018,다사438236,261.0
2022,다사438236,129.0
2021,다사423248,114.0
2020,다사423248,145.0
2019,다사423248,145.0
2018,다사423248,143.0
2022,다사423248,56.0
2021,다사366246,0.0
2020,다사366246,0.0
2019,다사366246,0.0
2018,다사366246,0.0
2022,다사366246,0.0
2021,다사381255,366.0
2020,다사381255,367.0
2019,다사381255,384.0
2018,다사381255,403.0
2022,다사381255,355.0
2021,다사420230,92.0
2020,다사420230,87.0
2019,다사420230,93.0
2018,다사420230,110.0
2022,다사420230,88.0
2021,다사436275,0.0
2020,다사436275,0.0
2019,다사436275,
2018,다사436275,
2022,다사436275,0.0
2021,다사428266,225.0
2020,다사428266,232.0
2019,다사428266,238.0
2018,다사428266,228.0
2022,다사428266,226.0
2021,다사448298,0.0
2020,다사448298,0.0
2019,다사448298,
2018,다사448298,
2022,다사448298,0.0
2021,다사393232,0.0
2020,다사393232,7.0
2019,다사393232,0.0
2018,다사393232,0.0
2022,다사393232,7.0
2021,다사400244,0.0
2020,다사400244,0.0
2019,다사400244,0.0
2018,다사400244,0.0
2022,다사400244,0.0
2021,다사394233,67.0
2020,다사394233,66.0
2019,다사394233,73.0
2018,다사394233,79.0
2022,다사394233,69.0
2021,다사448300,0.0
2020,다사448300,0.0
2019,다사448300,0.0
2018,다사448300,0.0
2022,다사448300,0.0
2021,다사392272,345.0
2020,다사392272,358.0
2019,다사392272,397.0
2018,다사392272,384.0
2022,다사392272,339.0
2021,다사408290,31.0
2020,다사408290,32.0
2019,다사408290,8.0
2018,다사408290,8.0
2022,다사408290,33.0
2021,다사404237,15.0
2020,다사404237,15.0
2019,다사404237,18.0
2018,다사404237,15.0
2022,다사404237,16.0
2021,다사397255,215.0
2020,다사397255,207.0
2019,다사397255,208.0
2018,다사397255,219.0
2022,다사397255,175.0
2021,다사439265,117.0
2020,다사439265,90.0
2019,다사439265,103.0
2018,다사439265,109.0
2022,다사439265,110.0
2021,다사374257,64.0
2020,다사374257,74.0
2019,다사374257,68.0
2018,다사374257,74.0
2022,다사374257,63.0
2021,다사434221,241.0
2020,다사434221,235.0
2019,다사434221,254.0
2018,다사434221,232.0
2022,다사434221,233.0
2021,다사427206,162.0
2020,다사427206,165.0
2019,다사427206,152.0
2018,다사427206,162.0
2022,다사427206,160.0
2021,다사336262,0.0
2020,다사336262,0.0
2019,다사336262,0.0
2018,다사336262,0.0
2022,다사336262,0.0
2021,다사384272,398.0
2020,다사384272,391.0
2019,다사384272,441.0
2018,다사384272,446.0
2022,다사384272,380.0
2021,다사400290,22.0
2020,다사400290,25.0
2019,다사400290,24.0
2018,다사400290,17.0
2022,다사400290,17.0
2021,다사416257,19.0
2020,다사416257,82.0
2019,다사416257,84.0
2018,다사416257,83.0
2022,다사416257,0.0
2021,다사398252,328.0
2020,다사398252,343.0
2019,다사398252,336.0
2018,다사398252,366.0
2022,다사398252,307.0
2021,다사424207,303.0
2020,다사424207,280.0
2019,다사424207,322.0
2018,다사424207,322.0
2022,다사424207,291.0
2021,다사360266,518.0
2020,다사360266,545.0
2019,다사360266,590.0
2018,다사360266,611.0
2022,다사360266,529.0
2021,다사436214,348.0
2020,다사436214,364.0
2019,다사436214,349.0
2018,다사436214,373.0
2022,다사436214,349.0
2021,다사432220,340.0
2020,다사432220,358.0
2019,다사432220,378.0
2018,다사432220,387.0
2022,다사432220,333.0
2021,다사364242,0.0
2020,다사364242,0.0
2019,다사364242,0.0
2018,다사364242,0.0
2022,다사364242,0.0
2021,다사425207,448.0
2020,다사425207,467.0
2019,다사425207,478.0
2018,다사425207,528.0
2022,다사425207,428.0
2021,다사427263,226.0
2020,다사427263,232.0
2019,다사427263,244.0
2018,다사427263,255.0
2022,다사427263,231.0
2021,다사457221,0.0
2020,다사457221,0.0
2019,다사457221,7.0
2018,다사457221,8.0
2022,다사457221,0.0
2021,다사424206,372.0
2020,다사424206,369.0
2019,다사424206,387.0
2018,다사424206,440.0
2022,다사424206,366.0
2021,다사484221,77.0
2020,다사484221,86.0
2019,다사484221,90.0
2018,다사484221,90.0
2022,다사484221,73.0
2021,다사440260,34.0
2020,다사440260,31.0
2019,다사440260,35.0
2018,다사440260,39.0
2022,다사440260,35.0
2021,다사364264,19.0
2020,다사364264,20.0
2019,다사364264,
2018,다사364264,
2022,다사364264,24.0
2021,다사422204,0.0
2020,다사422204,6.0
2019,다사422204,6.0
2018,다사422204,0.0
2022,다사422204,0.0
2021,다사441271,22.0
2020,다사441271,24.0
2019,다사441271,27.0
2018,다사441271,31.0
2022,다사441271,20.0
2021,다사333235,0.0
2020,다사333235,0.0
2019,다사333235,0.0
2018,다사333235,0.0
2022,다사333235,0.0
2021,다사384265,177.0
2020,다사384265,188.0
2019,다사384265,227.0
2018,다사384265,262.0
2022,다사384265,175.0
2021,다사374224,0.0
2020,다사374224,0.0
2019,다사374224,0.0
2018,다사374224,
2022,다사374224,0.0
2021,다사406204,927.0
2020,다사406204,915.0
2019,다사406204,
2018,다사406204,
2022,다사406204,909.0
2021,다사393270,279.0
2020,다사393270,283.0
2019,다사393270,278.0
2018,다사393270,315.0
2022,다사393270,274.0
2021,다사365226,0.0
2020,다사365226,0.0
2019,다사365226,0.0
2018,다사365226,0.0
2022,다사365226,0.0
2021,다사398231,351.0
2020,다사398231,337.0
2019,다사398231,332.0
2018,다사398231,334.0
2022,다사398231,335.0
2021,다사418265,191.0
2020,다사418265,200.0
2019,다사418265,210.0
2018,다사418265,216.0
2022,다사418265,206.0
2021,다사423228,158.0
2020,다사423228,160.0
2019,다사423228,162.0
2018,다사423228,161.0
2022,다사423228,146.0
2021,다사442218,296.0
2020,다사442218,317.0
2019,다사442218,334.0
2018,다사442218,364.0
2022,다사442218,302.0
2021,다사440236,14.0
2020,다사440236,13.0
2019,다사440236,13.0
2018,다사440236,15.0
2022,다사440236,13.0
2021,다사432238,419.0
2020,다사432238,448.0
2019,다사432238,465.0
2018,다사432238,495.0
2022,다사432238,412.0
2021,다사414260,9.0
2020,다사414260,9.0
2019,다사414260,9.0
2018,다사414260,9.0
2022,다사414260,6.0
2021,다사438215,222.0
2020,다사438215,248.0
2019,다사438215,233.0
2018,다사438215,255.0
2022,다사438215,225.0
2021,다사398281,0.0
2020,다사398281,0.0
2019,다사398281,0.0
2018,다사398281,0.0
2022,다사398281,0.0
2021,다사419285,13.0
2020,다사419285,12.0
2019,다사419285,12.0
2018,다사419285,13.0
2022,다사419285,13.0
2021,다사423202,262.0
2020,다사423202,266.0
2019,다사423202,267.0
2018,다사423202,287.0
2022,다사423202,258.0
2021,다사443292,273.0
2020,다사443292,271.0
2019,다사443292,279.0
2018,다사443292,282.0
2022,다사443292,262.0
2021,다사324245,0.0
2020,다사324245,0.0
2019,다사324245,0.0
2018,다사324245,0.0
2022,다사324245,0.0
2021,다사433220,407.0
2020,다사433220,429.0
2019,다사433220,431.0
2018,다사433220,440.0
2022,다사433220,392.0
2021,다사402261,448.0
2020,다사402261,461.0
2019,다사402261,499.0
2018,다사402261,498.0
2022,다사402261,433.0
2021,다사405236,157.0
2020,다사405236,157.0
2019,다사405236,159.0
2018,다사405236,149.0
2022,다사405236,169.0
2021,다사435290,8.0
2020,다사435290,7.0
2019,다사435290,11.0
2018,다사435290,7.0
2022,다사435290,7.0
2021,다사425230,287.0
2020,다사425230,298.0
2019,다사425230,309.0
2018,다사425230,302.0
2022,다사425230,277.0
2021,다사468225,21.0
2020,다사468225,20.0
2019,다사468225,23.0
2018,다사468225,26.0
2022,다사468225,18.0
2021,다사414246,237.0
2020,다사414246,222.0
2019,다사414246,209.0
2018,다사414246,195.0
2022,다사414246,261.0
2021,다사420259,210.0
2020,다사420259,208.0
2019,다사420259,215.0
2018,다사420259,230.0
2022,다사420259,212.0
2021,다사446217,94.0
2020,다사446217,95.0
2019,다사446217,102.0
2018,다사446217,109.0
2022,다사446217,92.0
2021,다사416240,137.0
2020,다사416240,132.0
2019,다사416240,130.0
2018,다사416240,131.0
2022,다사416240,143.0
2021,다사346258,8.0
2020,다사346258,7.0
2019,다사346258,0.0
2018,다사346258,
2022,다사346258,6.0
2021,다사399274,411.0
2020,다사399274,428.0
2019,다사399274,453.0
2018,다사399274,439.0
2022,다사399274,414.0
2021,다사446291,0.0
2020,다사446291,0.0
2019,다사446291,0.0
2018,다사446291,
2022,다사446291,0.0
2021,다사323241,0.0
2020,다사323241,0.0
2019,다사323241,
2018,다사323241,
2022,다사323241,0.0
2021,다사399275,152.0
2020,다사399275,166.0
2019,다사399275,169.0
2018,다사399275,173.0
2022,다사399275,152.0
2021,다사402260,144.0
2020,다사402260,149.0
2019,다사402260,157.0
2018,다사402260,149.0
2022,다사402260,145.0
2021,다사407231,683.0
2020,다사407231,708.0
2019,다사407231,724.0
2018,다사407231,719.0
2022,다사407231,677.0
2021,다사370269,324.0
2020,다사370269,336.0
2019,다사370269,350.0
2018,다사370269,353.0
2022,다사370269,301.0
2021,다사437244,381.0
2020,다사437244,384.0
2019,다사437244,430.0
2018,다사437244,469.0
2022,다사437244,378.0
2021,다사400274,356.0
2020,다사400274,365.0
2019,다사400274,383.0
2018,다사400274,382.0
2022,다사400274,345.0
2021,다사423206,522.0
2020,다사423206,545.0
2019,다사423206,548.0
2018,다사423206,579.0
2022,다사423206,528.0
2021,다사381271,13.0
2020,다사381271,33.0
2019,다사381271,134.0
2018,다사381271,276.0
2022,다사381271,0.0
2021,다사346266,213.0
2020,다사346266,209.0
2019,다사346266,208.0
2018,다사346266,240.0
2022,다사346266,203.0
2021,다사438210,183.0
2020,다사438210,172.0
2019,다사438210,198.0
2018,다사438210,210.0
2022,다사438210,179.0
2021,다사384274,303.0
2020,다사384274,316.0
2019,다사384274,357.0
2018,다사384274,393.0
2022,다사384274,285.0
2021,다사412239,190.0
2020,다사412239,171.0
2019,다사412239,193.0
2018,다사412239,193.0
2022,다사412239,190.0
2021,다사390279,42.0
2020,다사390279,41.0
2019,다사390279,42.0
